-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2004 through 12/31/2008 in LST
Location: Latitude  31.93   Longitude -4.42 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1307.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,T2M
2005,7,16,21,87.74,2.0,232.1,17.14,0.0,30.11
2005,7,16,22,87.76,1.45,225.8,17.15,0.0,30.14
2005,7,16,23,87.78,1.13,184.1,18.22,0.0,29.58
2005,7,17,0,87.79,1.54,142.4,21.45,0.0,28.47
2005,7,17,1,87.77,1.93,116.2,25.69,0.0,27.23
2005,7,17,2,87.72,2.27,92.0,28.71,0.0,26.56
2005,7,17,3,87.68,2.47,72.1,31.23,0.0,26.23
2005,7,17,4,87.67,2.39,53.2,33.35,0.0,25.9
2005,7,17,5,87.68,2.24,38.1,33.43,8.38,25.82
2005,7,17,6,87.71,1.87,33.7,29.28,99.6,27.71
2005,7,17,7,87.74,1.9,59.9,23.39,231.93,30.69
2005,7,17,8,87.75,2.81,149.0,17.23,390.85,33.92
2005,7,17,9,87.75,3.9,170.4,14.94,608.38,35.56
2005,7,17,10,87.72,4.29,183.9,13.6,799.0,36.79
2005,7,17,11,87.67,4.69,195.7,12.45,861.08,37.87
2005,7,17,12,87.61,5.13,205.7,11.57,942.75,38.64
2005,7,17,13,87.56,5.42,213.3,11.1,899.85,38.81
2005,7,17,14,87.52,5.51,221.5,11.01,797.83,38.51
2005,7,17,15,87.48,5.29,231.1,11.21,620.05,37.92
2005,7,17,16,87.44,4.79,241.3,11.86,436.05,37.08
2005,7,17,17,87.43,4.13,251.2,12.78,232.15,35.95
2005,7,17,18,87.43,2.58,264.7,14.75,76.93,33.98
2005,7,17,19,87.46,1.97,288.3,17.93,2.55,31.14
2005,7,17,20,87.51,2.05,309.4,19.34,0.0,30.09
2005,7,17,21,87.54,2.2,324.4,20.51,0.0,29.28
2005,7,17,22,87.56,2.39,333.4,22.0,0.0,28.39
2005,7,17,23,87.55,2.58,340.1,23.76,0.0,27.4
2005,7,18,0,87.52,2.77,347.9,25.6,0.0,26.53
2005,7,18,1,87.48,2.94,353.6,27.79,0.0,25.76
2005,7,18,2,87.46,3.25,353.6,30.79,0.0,25.0
2005,7,18,3,87.49,4.13,344.7,34.14,0.0,24.43
2005,7,18,4,87.54,5.32,340.4,37.02,0.0,24.04
2005,7,18,5,87.59,6.21,344.3,38.95,8.15,23.84
2005,7,18,6,87.62,6.57,355.1,38.42,105.9,24.65
2005,7,18,7,87.64,5.89,14.6,35.13,265.12,26.63
2005,7,18,8,87.65,4.56,42.6,30.07,456.48,28.98
2005,7,18,9,87.65,3.24,69.0,26.36,618.67,30.97
2005,7,18,10,87.63,2.57,89.6,23.61,803.6,32.53
2005,7,18,11,87.59,2.29,111.5,21.19,918.4,33.89
2005,7,18,12,87.53,2.17,131.6,19.06,958.6,35.1
2005,7,18,13,87.47,1.86,146.0,17.56,848.92,35.9
2005,7,18,14,87.42,0.79,159.3,16.62,730.97,36.25
2005,7,18,15,87.37,1.18,326.4,16.35,435.33,36.2
2005,7,18,16,87.35,3.39,333.7,17.55,257.5,35.42
2005,7,18,17,87.35,5.39,335.1,20.18,154.32,33.96
2005,7,18,18,87.41,6.81,331.6,25.12,56.65,31.56
2005,7,18,19,87.5,8.11,323.9,32.41,0.0,28.74
2005,7,18,20,87.59,8.62,318.4,37.49,0.0,27.03
2005,7,18,21,87.65,8.28,317.2,39.41,0.0,26.19
2005,7,18,22,87.67,7.72,319.3,40.78,0.0,25.53
2005,7,18,23,87.66,7.12,324.7,42.25,0.0,24.95
2005,7,19,0,87.64,6.4,333.4,43.13,0.0,24.53
2005,7,19,1,87.61,5.5,344.3,43.54,0.0,24.21
2005,7,19,2,87.58,4.75,354.1,43.7,0.0,23.75
2005,7,19,3,87.57,4.33,0.1,43.5,0.0,23.24
2005,7,19,4,87.58,4.04,4.3,42.74,0.0,22.89
2005,7,19,5,87.6,3.94,8.5,41.42,8.12,22.9
2005,7,19,6,87.62,4.88,12.3,35.08,111.38,25.41
2005,7,19,7,87.63,4.36,29.3,28.53,293.0,28.64
2005,7,19,8,87.65,5.23,77.6,20.95,502.77,32.72
2005,7,19,9,87.67,4.94,96.3,17.46,693.88,34.97
2005,7,19,10,87.68,4.68,109.8,15.13,844.0,36.53
2005,7,19,11,87.66,4.57,117.9,13.62,943.5,37.61
2005,7,19,12,87.62,4.41,122.5,12.57,983.7,38.31
2005,7,19,13,87.58,4.24,124.0,12.02,942.55,38.57
2005,7,19,14,87.56,4.03,123.8,11.76,838.53,38.56
2005,7,19,15,87.53,3.71,119.4,11.81,655.12,38.21
2005,7,19,16,87.52,3.3,110.0,12.18,478.17,37.54
2005,7,19,17,87.53,2.81,94.5,12.95,262.58,36.49
2005,7,19,18,87.58,1.69,65.9,16.6,90.38,34.17
2005,7,19,19,87.64,1.83,42.3,20.52,0.0,31.25
2005,7,19,20,87.72,2.48,23.6,22.36,0.0,30.07
2005,7,19,21,87.79,3.51,18.1,24.53,0.0,29.23
2005,7,19,22,87.84,4.52,20.9,26.2,0.0,28.58
2005,7,19,23,87.87,4.79,24.3,27.39,0.0,27.89
2005,7,20,0,87.87,4.81,27.6,28.21,0.0,27.27
2005,7,20,1,87.87,4.4,30.5,29.4,0.0,26.47
2005,7,20,2,87.86,3.71,35.8,31.3,0.0,25.41
2005,7,20,3,87.88,3.3,43.3,33.21,0.0,24.49
2005,7,20,4,87.93,3.08,50.7,34.81,0.0,23.74
2005,7,20,5,87.99,2.86,57.0,35.17,8.62,23.35
2005,7,20,6,88.03,3.31,61.7,29.43,121.43,25.72
2005,7,20,7,88.05,3.18,78.4,19.11,296.92,28.78
2005,7,20,8,88.06,2.95,112.1,11.51,504.08,31.96
2005,7,20,9,88.06,2.88,131.6,9.93,745.28,33.89
2005,7,20,10,88.05,3.03,136.7,9.0,918.47,35.42
2005,7,20,11,88.02,3.25,136.1,8.3,1014.3,36.63
2005,7,20,12,87.97,3.45,133.1,7.89,1041.82,37.5
2005,7,20,13,87.92,3.58,128.8,7.64,1003.47,37.98
2005,7,20,14,87.87,3.62,124.0,7.49,898.6,38.08
2005,7,20,15,87.82,3.46,120.9,7.46,740.12,37.79
2005,7,20,16,87.78,3.32,121.1,7.6,538.95,37.1
2005,7,20,17,87.77,3.19,122.0,7.96,315.42,36.0
2005,7,20,18,87.79,2.22,129.1,10.46,114.88,33.43
2005,7,20,19,87.83,2.13,143.0,13.46,0.0,30.27
2005,7,20,20,87.89,1.89,155.6,13.65,0.0,29.61
2005,7,20,21,87.92,1.68,163.4,13.85,0.0,29.05
2005,7,20,22,87.92,1.54,164.5,14.31,0.0,28.18
2005,7,20,23,87.9,1.47,158.8,15.01,0.0,27.1
2005,7,21,0,87.88,1.54,153.8,15.67,0.0,25.82
2005,7,21,1,87.87,1.57,157.5,15.96,0.0,24.77
2005,7,21,2,87.85,1.38,171.7,15.59,0.0,24.24
2005,7,21,3,87.85,1.02,203.1,15.08,0.0,24.14
2005,7,21,4,87.88,0.98,261.8,15.12,0.0,23.73
2005,7,21,5,87.9,1.43,291.7,15.32,8.73,23.31
2005,7,21,6,87.92,1.54,300.4,15.09,139.82,25.39
2005,7,21,7,87.93,1.97,287.7,9.07,351.25,29.87
2005,7,21,8,87.92,1.76,237.0,7.23,572.25,33.14
2005,7,21,9,87.9,1.51,207.2,7.27,771.75,34.87
2005,7,21,10,87.87,1.73,175.7,7.29,921.0,36.04
2005,7,21,11,87.82,2.34,161.0,7.23,1012.88,36.98
2005,7,21,12,87.77,2.9,156.2,7.24,1041.43,37.61
2005,7,21,13,87.72,3.32,155.2,7.36,998.97,37.91
2005,7,21,14,87.66,3.55,155.2,7.65,894.88,37.81
2005,7,21,15,87.6,3.4,157.5,8.02,736.75,37.44
2005,7,21,16,87.56,3.06,163.9,8.48,532.15,36.75
2005,7,21,17,87.54,2.85,171.9,9.06,306.15,35.68
2005,7,21,18,87.55,2.15,179.5,11.42,110.7,33.37
2005,7,21,19,87.58,2.44,187.5,14.59,0.0,30.11
2005,7,21,20,87.63,2.44,201.4,15.38,0.0,29.08
2005,7,21,21,87.67,2.0,221.8,15.7,0.0,28.74
2005,7,21,22,87.68,1.49,260.7,16.32,0.0,28.19
2005,7,21,23,87.67,1.65,306.9,17.68,0.0,27.16
2005,7,22,0,87.64,2.18,335.7,19.24,0.0,26.48
2005,7,22,1,87.6,2.72,354.7,21.61,0.0,25.71
2005,7,22,2,87.57,3.07,6.2,24.33,0.0,25.16
2005,7,22,3,87.56,3.14,10.6,27.78,0.0,24.6
2005,7,22,4,87.55,3.06,9.8,31.33,0.0,24.07
2005,7,22,5,87.56,2.9,6.3,33.4,8.02,23.85
2005,7,22,6,87.57,3.22,3.4,28.8,132.55,26.48
2005,7,22,7,87.57,2.84,9.7,24.62,337.17,29.58
2005,7,22,8,87.56,1.2,26.1,20.66,554.85,32.41
2005,7,22,9,87.54,0.32,192.7,17.57,745.4,34.12
2005,7,22,10,87.52,1.48,204.0,15.36,889.45,35.5
2005,7,22,11,87.47,2.42,205.5,13.89,950.72,36.53
2005,7,22,12,87.42,3.14,209.8,12.88,1003.85,37.14
2005,7,22,13,87.37,3.56,216.9,12.21,868.72,37.33
2005,7,22,14,87.32,3.68,227.0,11.82,771.08,37.15
2005,7,22,15,87.29,3.41,241.3,11.77,583.03,36.59
2005,7,22,16,87.26,3.05,263.4,12.34,404.95,35.66
2005,7,22,17,87.24,2.93,291.4,13.43,239.0,34.47
2005,7,22,18,87.23,2.67,321.5,15.94,92.78,32.61
2005,7,22,19,87.23,2.24,351.3,19.21,0.0,29.95
2005,7,22,20,87.27,2.62,9.0,21.33,0.0,28.32
2005,7,22,21,87.3,2.83,18.6,23.17,0.0,27.17
2005,7,22,22,87.29,2.89,23.9,24.84,0.0,26.32
2005,7,22,23,87.27,2.95,29.4,26.46,0.0,25.47
2005,7,23,0,87.23,3.04,34.9,27.66,0.0,24.69
2005,7,23,1,87.19,3.06,38.6,28.53,0.0,24.0
2005,7,23,2,87.16,2.96,41.7,29.19,0.0,23.4
2005,7,23,3,87.15,2.66,44.7,29.61,0.0,22.91
2005,7,23,4,87.15,2.26,45.7,29.75,0.0,22.61
2005,7,23,5,87.18,1.9,42.7,29.74,7.9,22.48
2005,7,23,6,87.21,1.68,34.1,26.22,134.75,24.69
2005,7,23,7,87.25,0.79,87.8,21.48,344.02,27.69
2005,7,23,8,87.27,3.6,189.6,14.48,570.6,31.4
2005,7,23,9,87.27,5.21,201.4,10.31,758.15,33.71
2005,7,23,10,87.25,5.76,200.4,8.46,914.15,35.31
2005,7,23,11,87.21,6.11,196.5,7.47,1006.17,36.49
2005,7,23,12,87.16,6.36,193.4,6.91,1030.75,37.26
2005,7,23,13,87.1,6.44,192.3,6.49,981.7,37.7
2005,7,23,14,87.04,6.38,192.9,6.2,809.1,37.79
2005,7,23,15,86.99,6.58,194.5,6.09,611.05,37.58
2005,7,23,16,86.94,6.87,195.7,6.21,384.2,36.9
2005,7,23,17,86.92,6.96,195.8,6.58,218.48,35.76
2005,7,23,18,86.93,4.98,193.0,7.8,81.4,33.23
2005,7,23,19,86.96,3.89,189.5,10.28,0.0,29.44
2005,7,23,20,87.02,3.68,193.8,11.35,0.0,28.25
2005,7,23,21,87.05,3.12,206.9,12.72,0.0,27.0
2005,7,23,22,87.05,2.54,233.2,14.6,0.0,25.73
2005,7,23,23,87.04,2.5,273.0,17.15,0.0,24.72
2005,7,24,0,87.02,3.19,309.0,20.36,0.0,23.82
2005,7,24,1,87.0,3.87,329.6,23.75,0.0,23.01
2005,7,24,2,86.99,4.21,338.6,26.64,0.0,22.4
2005,7,24,3,87.0,4.71,343.1,28.33,0.0,21.89
2005,7,24,4,87.02,4.78,346.7,29.44,0.0,21.33
2005,7,24,5,87.06,4.56,350.1,29.65,6.82,21.16
2005,7,24,6,87.1,5.14,354.6,25.52,115.2,23.57
2005,7,24,7,87.12,4.56,359.4,20.59,313.92,26.9
2005,7,24,8,87.13,1.37,353.7,14.22,540.75,31.28
2005,7,24,9,87.13,2.68,204.0,10.3,745.05,34.39
2005,7,24,10,87.1,5.46,199.8,8.66,902.55,36.36
2005,7,24,11,87.05,7.18,201.6,7.98,1000.2,37.61
2005,7,24,12,87.0,8.46,206.3,7.55,1022.1,38.57
2005,7,24,13,86.94,9.43,211.4,7.18,979.35,39.18
2005,7,24,14,86.88,10.1,215.0,6.85,866.72,39.47
2005,7,24,15,86.83,10.42,218.3,6.73,697.2,39.27
2005,7,24,16,86.81,10.05,223.0,6.96,482.12,38.43
2005,7,24,17,86.83,8.84,230.5,7.6,258.98,37.11
2005,7,24,18,86.88,5.65,241.4,9.47,83.57,34.5
2005,7,24,19,86.96,3.2,270.7,13.63,0.0,30.37
2005,7,24,20,87.07,2.84,305.3,17.22,0.0,28.19
2005,7,24,21,87.15,2.8,332.5,20.61,0.0,26.72
2005,7,24,22,87.16,2.95,352.0,24.06,0.0,25.3
2005,7,24,23,87.15,3.06,0.4,27.28,0.0,24.1
2005,7,25,0,87.12,3.17,1.8,30.28,0.0,23.08
2005,7,25,1,87.09,3.28,359.7,32.85,0.0,22.21
2005,7,25,2,87.07,3.33,355.2,34.72,0.0,21.48
2005,7,25,3,87.06,3.56,352.4,36.05,0.0,20.99
2005,7,25,4,87.06,3.79,353.8,37.17,0.0,20.62
2005,7,25,5,87.08,3.91,357.4,37.63,6.53,20.5
2005,7,25,6,87.11,4.9,1.3,32.8,120.62,22.85
2005,7,25,7,87.13,4.38,5.5,26.81,312.42,26.04
2005,7,25,8,87.14,1.01,4.0,17.64,537.25,30.5
2005,7,25,9,87.14,2.73,209.2,12.41,741.4,33.43
2005,7,25,10,87.11,5.58,204.4,9.64,899.9,35.53
2005,7,25,11,87.07,7.65,202.9,8.41,994.88,36.89
2005,7,25,12,87.01,8.91,202.9,7.94,1000.12,37.7
2005,7,25,13,86.95,9.59,202.6,7.74,963.28,38.15
2005,7,25,14,86.9,10.0,202.0,7.55,857.22,38.25
2005,7,25,15,86.85,10.24,202.5,7.32,691.45,38.13
2005,7,25,16,86.83,10.29,204.0,7.29,474.48,37.39
2005,7,25,17,86.83,9.85,207.1,7.47,251.15,36.12
2005,7,25,18,86.87,7.05,210.7,8.51,80.0,33.66
2005,7,25,19,86.94,4.05,219.9,11.37,0.0,29.53
2005,7,25,20,87.02,2.84,243.4,13.81,0.0,27.52
2005,7,25,21,87.1,2.45,297.2,16.99,0.0,25.99
2005,7,25,22,87.14,3.79,334.5,21.99,0.0,24.86
2005,7,25,23,87.15,5.43,350.5,28.87,0.0,23.66
2005,7,26,0,87.12,6.2,354.9,36.27,0.0,22.19
2005,7,26,1,87.07,5.84,357.2,41.98,0.0,20.77
2005,7,26,2,87.03,5.39,357.8,44.43,0.0,19.91
2005,7,26,3,87.01,4.96,358.3,45.52,0.0,19.34
2005,7,26,4,87.0,4.57,358.2,46.57,0.0,18.82
2005,7,26,5,87.0,4.24,357.4,46.97,6.5,18.53
2005,7,26,6,87.02,4.67,356.6,40.65,123.75,20.68
2005,7,26,7,87.05,3.52,357.1,31.46,333.25,24.15
2005,7,26,8,87.06,0.71,205.1,18.26,560.53,29.21
2005,7,26,9,87.06,4.88,191.6,12.3,763.6,32.4
2005,7,26,10,87.05,7.47,195.5,9.78,920.7,34.14
2005,7,26,11,87.01,8.94,200.1,8.2,1019.1,35.35
2005,7,26,12,86.96,9.89,202.6,6.79,1047.45,36.42
2005,7,26,13,86.89,10.76,204.3,5.64,1004.6,37.35
2005,7,26,14,86.82,11.49,206.5,5.11,901.85,37.69
2005,7,26,15,86.78,11.57,208.3,5.21,729.55,37.3
2005,7,26,16,86.77,10.91,209.2,5.55,502.92,36.37
2005,7,26,17,86.78,9.73,209.9,5.96,275.85,34.95
2005,7,26,18,86.82,7.11,209.8,7.27,87.65,32.41
2005,7,26,19,86.87,4.49,213.2,10.17,0.0,28.31
2005,7,26,20,86.94,3.5,222.8,12.49,0.0,26.1
2005,7,26,21,86.99,2.42,244.8,14.78,0.0,24.82
2005,7,26,22,87.01,1.68,295.0,17.82,0.0,23.55
2005,7,26,23,86.99,1.92,332.4,22.66,0.0,22.09
2005,7,27,0,86.97,2.17,351.2,27.48,0.0,21.54
2005,7,27,1,86.95,2.48,3.7,32.46,0.0,20.89
2005,7,27,2,86.94,2.78,8.5,38.77,0.0,19.54
2005,7,27,3,86.95,2.88,5.8,44.65,0.0,18.35
2005,7,27,4,86.96,2.97,2.5,49.63,0.0,17.47
2005,7,27,5,86.99,2.98,359.2,52.78,6.78,17.11
2005,7,27,6,87.03,3.95,356.7,44.18,138.52,20.3
2005,7,27,7,87.05,3.24,355.6,33.82,360.77,23.8
2005,7,27,8,87.07,1.09,239.2,18.09,587.3,28.51
2005,7,27,9,87.09,4.05,208.8,11.5,786.75,31.55
2005,7,27,10,87.09,6.05,203.5,8.94,941.8,33.53
2005,7,27,11,87.06,7.76,200.4,7.19,962.94,35.26
2005,7,27,12,87.02,9.32,198.6,5.98,988.54,36.66
2005,7,27,13,86.98,10.76,198.6,5.29,1018.7,37.53
2005,7,27,14,86.94,11.92,199.8,5.13,901.95,37.79
2005,7,27,15,86.93,12.41,201.0,5.37,732.62,37.39
2005,7,27,16,86.92,12.19,201.4,5.84,523.08,36.45
2005,7,27,17,86.92,11.29,201.6,6.47,294.62,35.0
2005,7,27,18,86.96,8.56,201.2,7.68,92.5,32.6
2005,7,27,19,87.01,5.38,203.1,10.35,0.0,28.52
2005,7,27,20,87.1,3.9,211.2,12.52,0.0,26.37
2005,7,27,21,87.16,3.18,225.0,14.88,0.0,24.69
2005,7,27,22,87.18,2.54,244.5,17.59,0.0,23.53
2005,7,27,23,87.16,1.99,279.3,20.59,0.0,22.84
2005,7,28,0,87.12,1.98,313.0,24.98,0.0,21.89
2005,7,28,1,87.09,2.33,334.5,30.12,0.0,21.09
2005,7,28,2,87.07,2.73,347.9,36.34,0.0,19.93
2005,7,28,3,87.06,3.03,353.2,42.7,0.0,18.8
2005,7,28,4,87.07,3.18,355.1,47.57,0.0,18.12
2005,7,28,5,87.1,3.15,356.5,50.51,6.32,17.87
2005,7,28,6,87.15,4.24,358.1,42.54,134.93,20.98
2005,7,28,7,87.18,3.31,358.8,32.71,351.35,24.45
2005,7,28,8,87.2,1.91,229.2,17.96,570.75,29.36
2005,7,28,9,87.21,4.82,209.1,12.18,766.4,32.15
2005,7,28,10,87.19,6.4,202.0,9.78,913.2,33.93
2005,7,28,11,87.14,7.79,199.3,8.39,1003.15,35.33
2005,7,28,12,87.08,8.88,198.5,7.49,1035.35,36.36
2005,7,28,13,87.01,9.79,199.2,6.98,914.38,37.01
2005,7,28,14,86.95,10.43,201.5,6.78,903.92,37.23
2005,7,28,15,86.91,10.47,204.4,6.98,725.1,36.93
2005,7,28,16,86.9,9.71,208.7,7.53,540.55,36.17
2005,7,28,17,86.92,8.35,214.4,8.75,308.83,34.88
2005,7,28,18,86.97,5.2,225.3,11.68,100.05,32.19
2005,7,28,19,87.06,2.82,261.2,17.82,0.0,28.03
2005,7,28,20,87.18,3.07,308.9,23.94,0.0,26.01
2005,7,28,21,87.28,3.94,333.8,29.93,0.0,24.83
2005,7,28,22,87.31,4.83,353.7,36.74,0.0,23.63
2005,7,28,23,87.3,4.94,3.5,43.16,0.0,22.54
2005,7,29,0,87.27,5.0,11.2,48.64,0.0,21.55
2005,7,29,1,87.24,5.03,14.4,53.51,0.0,20.66
2005,7,29,2,87.22,5.01,12.6,57.11,0.0,19.96
2005,7,29,3,87.22,5.43,11.2,60.17,0.0,19.42
2005,7,29,4,87.24,5.82,10.4,63.73,0.0,18.81
2005,7,29,5,87.27,6.21,9.3,67.13,5.97,18.27
2005,7,29,6,87.31,7.94,11.4,63.57,135.25,19.29
2005,7,29,7,87.32,8.04,19.2,53.08,346.33,21.85
2005,7,29,8,87.33,6.84,30.0,42.65,564.45,24.8
2005,7,29,9,87.33,5.47,40.2,34.6,757.95,27.51
2005,7,29,10,87.32,4.18,51.0,28.08,908.1,29.78
2005,7,29,11,87.29,3.09,65.8,23.39,1003.3,31.53
2005,7,29,12,87.24,2.2,82.9,20.09,1018.97,32.77
2005,7,29,13,87.2,1.53,101.7,17.81,983.62,33.57
2005,7,29,14,87.16,1.16,122.3,16.22,881.2,34.01
2005,7,29,15,87.13,1.09,134.3,15.27,725.65,34.14
2005,7,29,16,87.1,1.2,133.7,15.04,521.15,33.85
2005,7,29,17,87.09,1.52,129.1,15.45,296.5,33.08
2005,7,29,18,87.11,1.6,123.0,17.06,95.12,31.42
2005,7,29,19,87.16,1.61,108.1,20.18,0.0,28.6
2005,7,29,20,87.21,1.81,82.4,21.5,0.0,27.52
2005,7,29,21,87.24,2.35,57.0,23.83,0.0,26.25
2005,7,29,22,87.23,3.44,41.9,27.88,0.0,24.77
2005,7,29,23,87.21,4.52,32.6,33.23,0.0,23.56
2005,7,30,0,87.16,5.38,26.1,39.23,0.0,22.52
2005,7,30,1,87.12,6.12,23.1,44.92,0.0,21.58
2005,7,30,2,87.09,6.03,25.2,48.58,0.0,20.89
2005,7,30,3,87.07,5.69,25.5,51.61,0.0,20.11
2005,7,30,4,87.07,5.65,24.5,54.42,0.0,19.33
2005,7,30,5,87.09,5.69,23.4,56.56,6.12,18.75
2005,7,30,6,87.12,6.48,22.7,51.8,141.57,20.17
2005,7,30,7,87.15,6.05,30.6,41.6,363.38,23.41
2005,7,30,8,87.15,5.37,52.5,30.92,584.95,27.1
2005,7,30,9,87.14,4.48,93.6,20.94,779.03,30.69
2005,7,30,10,87.12,4.59,130.0,15.57,929.88,33.1
2005,7,30,11,87.06,5.15,155.3,12.51,1019.9,34.8
2005,7,30,12,86.99,5.7,172.6,10.44,1041.12,36.0
2005,7,30,13,86.92,6.12,185.2,8.94,1000.15,36.78
2005,7,30,14,86.86,6.45,194.2,7.94,899.6,37.16
2005,7,30,15,86.82,6.57,198.9,7.39,736.05,37.14
2005,7,30,16,86.79,6.52,200.4,7.15,523.03,36.69
2005,7,30,17,86.78,6.3,199.2,7.16,286.7,35.72
2005,7,30,18,86.81,4.1,195.3,8.55,83.78,32.65
2005,7,30,19,86.86,3.63,196.3,11.13,0.0,28.56
2005,7,30,20,86.93,3.39,206.4,12.41,0.0,27.19
2005,7,30,21,86.98,2.78,223.4,14.34,0.0,25.72
2005,7,30,22,87.0,1.94,257.2,16.45,0.0,25.01
2005,7,30,23,86.99,1.94,324.0,20.07,0.0,23.78
2005,7,31,0,86.95,2.94,355.7,25.82,0.0,22.26
2005,7,31,1,86.92,3.5,7.9,33.16,0.0,20.82
2005,7,31,2,86.9,3.75,11.5,39.59,0.0,19.84
2005,7,31,3,86.9,3.92,11.5,44.74,0.0,19.18
2005,7,31,4,86.91,4.0,10.9,49.13,0.0,18.55
2005,7,31,5,86.93,4.0,10.8,51.72,5.22,18.19
2005,7,31,6,86.97,4.89,10.8,44.03,126.05,20.64
2005,7,31,7,86.99,3.96,17.5,34.86,343.48,23.81
2005,7,31,8,87.01,1.61,96.8,20.06,570.47,28.67
2005,7,31,9,87.02,3.98,178.8,12.61,770.22,32.28
2005,7,31,10,87.02,5.92,192.8,10.2,922.45,34.35
2005,7,31,11,86.99,7.2,198.8,8.63,1017.08,35.9
2005,7,31,12,86.95,8.07,200.8,7.44,984.75,37.12
2005,7,31,13,86.9,9.01,201.0,6.47,1003.47,38.07
2005,7,31,14,86.85,9.92,200.4,5.81,894.95,38.55
2005,7,31,15,86.8,10.72,200.9,5.51,720.75,38.46
2005,7,31,16,86.77,11.18,202.9,5.58,494.9,37.73
2005,7,31,17,86.77,10.78,204.9,6.02,274.0,36.42
2005,7,31,18,86.81,8.04,205.6,7.12,82.57,33.86
2005,7,31,19,86.87,5.36,209.2,9.36,0.0,29.81
2005,7,31,20,86.95,4.22,219.9,11.03,0.0,27.77
2005,7,31,21,87.01,3.46,237.3,13.03,0.0,26.06
2005,7,31,22,87.03,3.07,258.9,15.6,0.0,24.66
2005,7,31,23,87.03,2.95,281.2,19.02,0.0,23.51
2005,8,1,0,87.02,2.88,288.8,22.53,0.0,22.56
2005,8,1,1,86.99,2.71,287.2,24.74,0.0,21.92
2005,8,1,2,86.96,2.51,281.7,25.34,0.0,21.59
2005,8,1,3,86.95,2.23,278.2,24.94,0.0,21.57
2005,8,1,4,86.96,1.92,279.0,24.1,0.0,21.7
2005,8,1,5,86.98,1.67,286.4,23.56,5.38,21.86
2005,8,1,6,87.02,1.36,294.3,20.86,135.77,23.87
2005,8,1,7,87.05,1.27,264.6,15.99,359.05,27.59
2005,8,1,8,87.06,4.43,206.4,10.11,581.83,32.39
2005,8,1,9,87.06,7.0,203.9,8.44,775.4,34.88
2005,8,1,10,87.04,8.69,204.7,7.69,911.53,36.46
2005,8,1,11,87.0,9.92,205.4,7.09,993.03,37.68
2005,8,1,12,86.94,10.88,206.5,6.62,990.72,38.48
2005,8,1,13,86.9,11.66,208.9,6.42,942.88,38.8
2005,8,1,14,86.86,11.87,210.8,6.45,799.42,38.72
2005,8,1,15,86.83,11.5,212.4,6.5,624.17,38.27
2005,8,1,16,86.83,10.89,214.0,6.58,443.2,37.38
2005,8,1,17,86.84,9.74,216.1,6.95,246.8,36.02
2005,8,1,18,86.9,6.33,219.3,8.29,74.55,33.22
2005,8,1,19,86.96,3.78,230.6,11.3,0.0,29.02
2005,8,1,20,87.05,2.65,262.8,14.11,0.0,27.3
2005,8,1,21,87.12,2.53,308.9,18.54,0.0,25.72
2005,8,1,22,87.17,3.66,343.3,24.22,0.0,24.58
2005,8,1,23,87.18,4.76,359.4,31.56,0.0,23.17
2005,8,2,0,87.17,5.4,3.3,38.54,0.0,22.03
2005,8,2,1,87.15,5.49,5.3,44.21,0.0,20.96
2005,8,2,2,87.13,5.23,5.8,46.7,0.0,20.29
2005,8,2,3,87.12,4.96,6.0,47.75,0.0,19.81
2005,8,2,4,87.12,4.74,6.8,48.8,0.0,19.38
2005,8,2,5,87.12,4.56,7.6,49.81,4.28,19.05
2005,8,2,6,87.15,5.11,8.8,44.65,108.22,20.88
2005,8,2,7,87.16,4.84,12.3,36.71,301.4,23.98
2005,8,2,8,87.17,2.56,23.0,25.84,523.17,28.04
2005,8,2,9,87.17,1.23,173.9,16.15,718.28,31.99
2005,8,2,10,87.15,4.71,188.8,11.18,884.3,34.75
2005,8,2,11,87.12,6.68,188.2,9.65,983.65,36.14
2005,8,2,12,87.09,7.7,189.8,9.03,974.28,36.91
2005,8,2,13,87.05,8.15,192.0,8.52,951.72,37.42
2005,8,2,14,87.0,8.33,194.5,7.91,844.2,37.66
2005,8,2,15,86.96,8.23,196.2,7.28,652.78,37.51
2005,8,2,16,86.94,7.96,196.6,7.01,444.38,36.85
2005,8,2,17,86.95,7.46,196.4,7.14,236.88,35.67
2005,8,2,18,87.0,4.63,193.7,8.84,68.43,32.44
2005,8,2,19,87.05,3.81,193.1,11.85,0.0,28.63
2005,8,2,20,87.13,3.46,198.2,13.15,0.0,27.52
2005,8,2,21,87.18,2.97,204.5,14.29,0.0,26.79
2005,8,2,22,87.2,2.48,207.4,15.34,0.0,26.32
